name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
adder-dcop-60,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.75014,1.63159,1.75014,1.33867
adder-dcop-61,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.75951,1.57419,1.75951,1.49725
adder-dcop-62,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.78103,1.70909,1.78103,1.30778
adder-dcop-63,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.96746,1.88858,1.96746,1.64957
adder-dcop-64,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.80805,1.63453,1.80805,1.43519
adder-dcop-65,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.60728,1.51848,1.60728,1.40177
adder-dcop-66,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,2.03034,1.91837,2.03034,1.54517
adder-dcop-67,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.73469,1.56696,1.73469,1.38445
adder-dcop-68,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.78323,1.70259,1.78323,1.33260
adder-dcop-69,misc,1813,6384,2.04357,1.43078,2.04357,1.27413,1.83707,1.52072,1.83707,1.47740,1.42361,1.39051,1.42361,1.35797,1.88141,1.73879,1.88141,1.28958
adder-trans-01,misc,1814,6387,2.03473,1.48126,2.03473,1.27784,1.82853,1.49739,1.82853,1.48332,1.42337,1.3892,1.42337,1.35777,1.97133,1.80079,1.97133,1.51433
adder-trans-02,misc,1814,6387,2.03473,1.48126,2.03473,1.27784,1.82853,1.49739,1.82853,1.48332,1.42337,1.3892,1.42337,1.35777,1.71665,1.63474,1.71665,1.32580
advogato,misc,5776,5775,1.01091,1.01091,1.01091,1.00017,1.01091,1.01091,1.01091,1.01091,1.01073,1.01073,1.01073,1.01073,1.00000,1.00000,1.00000,1.00000
af-shell2,misc,61074,1025326,1.26736,1.13050,1.26736,1.14001,1.17818,1.16079,1.17818,1.16046,1.75613,1.73678,1.75613,1.7338,1.15077,1.14368,1.15077,1.14244
af-shell3,misc,60709,1019096,1.27202,1.13211,1.27202,1.14113,1.18073,1.16564,1.18073,1.16465,1.76084,1.73699,1.76084,1.73742,1.15062,1.14317,1.15062,1.13968
af-shell4,misc,60709,1019096,1.27202,1.13211,1.27202,1.14113,1.18073,1.16564,1.18073,1.16465,1.76084,1.73699,1.76084,1.73742,1.15189,1.14545,1.15189,1.14403
af-shell5,misc,60518,1015859,1.27136,1.13211,1.27136,1.14178,1.17935,1.16450,1.17935,1.16400,1.76376,1.74089,1.76376,1.74178,1.15481,1.14739,1.15481,1.14297
af-shell6,misc,60518,1015859,1.27136,1.13211,1.27136,1.14178,1.17935,1.16450,1.17935,1.16400,1.76376,1.74089,1.76376,1.74178,1.15324,1.14612,1.15324,1.14599
af-shell7,misc,60219,1010824,1.27254,1.13243,1.27254,1.14165,1.17730,1.16232,1.17730,1.16216,1.76675,1.74731,1.76675,1.74707,1.15229,1.14594,1.15229,1.13891
af-shell8,misc,60219,1010824,1.27254,1.13243,1.27254,1.14185,1.17730,1.16232,1.17730,1.16216,1.76675,1.74731,1.76675,1.74707,1.15543,1.14838,1.15543,1.14645
af23560,misc,23560,230968,2.04071,1.35560,2.04071,1.35407,1.45475,1.37440,1.45475,1.37410,1.8761,1.79911,1.8761,1.80662,1.44257,1.44087,1.44257,1.43626
aff-dbpedia-users2country,misc,590112,624401,1.03156,1.00343,1.03156,1.00244,1.00682,1.00489,1.00682,1.00488,1.00168,1.00162,1.00168,1.00162,1.04127,1.03804,1.04127,1.02956
aff-delicious-user-tag,misc,128709,901856,3.87340,1.92820,3.87340,1.89535,2.34273,2.06314,2.34273,2.04078,2.44844,1.98432,2.44844,2.18975,1.84159,1.83775,1.84159,1.83206
aff-github-user2project,misc,120865,439858,2.54122,1.73620,2.54122,1.72035,2.21595,1.92362,2.21595,1.90530,2.1665,1.85802,2.1665,1.94789,1.72223,1.72133,1.72223,1.71912
aft01,misc,8205,58681,1.92409,1.22791,1.92409,1.23023,1.44684,1.33315,1.44684,1.33128,2.24985,1.87922,2.24985,1.94711,1.29677,1.28482,1.29677,1.28312
aft02,misc,8184,59789,1.94745,1.23338,1.94745,1.23876,1.43156,1.31875,1.43156,1.31376,2.25538,1.89528,2.25538,1.95833,1.29497,1.28128,1.29497,1.27759
air02,misc,6774,61529,5.58887,1.82344,5.58887,1.33215,1.27428,1.25613,1.27428,1.25598,1.28934,1.28609,1.28934,1.28595,6.26336,4.63002,6.26336,4.60083
air03,misc,10757,91006,4.92061,1.68002,4.92061,1.38524,1.39320,1.31584,1.39320,1.31698,1.31328,1.30585,1.31328,1.30538,3.74798,3.44148,3.74798,3.36274
air04,misc,8904,72914,3.69969,2.06177,3.69969,2.06301,2.15377,1.95030,2.15377,1.95179,2.83345,2.59996,2.83345,2.59659,2.33288,2.30481,2.33288,2.30210
air05,misc,7195,52090,3.82835,2.08867,3.82835,2.10924,2.21281,1.98499,2.21281,1.97465,2.36748,2.26796,2.36748,2.26824,2.23308,2.18079,2.23308,2.18054
air06,misc,8627,70761,3.70534,2.10386,3.70534,2.11742,2.20357,1.99543,2.20357,1.99471,2.80457,2.59047,2.80457,2.59233,2.39446,2.36166,2.39446,2.36132
aircraft,misc,7517,20258,2.62006,1.74445,2.62006,1.40255,1.15871,1.14673,1.15871,1.14620,1.29387,1.26566,1.29387,1.26367,1.98523,1.83984,1.98523,1.40907
airfoil-2d,misc,14214,124987,1.84473,1.23238,1.84473,1.23343,1.38174,1.34403,1.38174,1.34213,2.56093,2.00753,2.56093,2.06086,1.27304,1.26878,1.27304,1.26397
Alemdar,misc,6240,18168,1.29952,1.23093,1.29952,1.23013,1.30096,1.23830,1.30096,1.23718,2.43253,1.50673,2.43253,1.43029,1.28510,1.28382,1.28510,1.27917
amazon0302,misc,262111,899792,1.28979,1.21297,1.28979,1.21132,1.26112,1.20899,1.26112,1.20898,2.19032,1.72894,2.19032,1.72252,1.28765,1.28479,1.28765,1.27551
Andrews,misc,60000,350077,2.27686,1.48583,2.27686,1.47665,1.72250,1.49682,1.72250,1.48928,5.31728,4.19368,5.31728,4.12988,1.52798,1.52742,1.52798,1.52740
apache1,misc,80800,230692,1.15116,1.13730,1.15116,1.13712,1.13998,1.13496,1.13998,1.13495,1.64428,1.57735,1.64428,1.59358,1.13339,1.13335,1.13339,1.13227
appu,misc,14000,919552,48.66602,37.42490,48.66602,10.80860,12.13684,11.79008,12.13684,10.95888,28.8529,20.3441,28.8529,22.4426,9.22264,9.21341,9.22264,9.20414
arenas-pgp,misc,5597,5596,1.01126,1.01126,1.01126,1.00018,1.01126,1.01126,1.01126,1.01126,1.01108,1.01108,1.01108,1.01108,1.00000,1.00000,1.00000,1.00000
as-22july06,misc,22963,48436,1.54331,1.16779,1.54331,1.14954,1.38663,1.22597,1.38663,1.22491,1.21173,1.18817,1.21173,1.18691,1.37900,1.36158,1.37900,1.29623
as-caida,misc,26475,53381,1.49205,1.15800,1.49205,1.13549,1.41729,1.22935,1.41729,1.22959,1.19532,1.17141,1.19532,1.17152,1.36993,1.35747,1.36993,1.29480
as-caida20071105,misc,5464,5463,1.01153,1.01153,1.01153,1.00018,1.01153,1.01153,1.01153,1.01153,1.01135,1.01135,1.01135,1.01135,1.00000,1.00000,1.00000,1.00000
ASIC-100k,misc,99340,427449,2.10148,1.18991,2.10148,1.12753,1.12155,1.08371,1.12155,1.08352,1.36749,1.29659,1.36749,1.24869,1.46609,1.45912,1.46609,1.44875
ASIC-100ks,misc,99041,239850,1.13173,1.07921,1.13173,1.07879,1.05797,1.05534,1.05797,1.05526,1.27406,1.16208,1.27406,1.15806,1.08758,1.08622,1.08758,1.08541
ASIC-320ks,misc,321523,753068,1.08310,1.03364,1.08310,1.03496,1.01997,1.01863,1.01997,1.01864,1.07005,1.049,1.07005,1.04773,1.02976,1.02920,1.02976,1.02884
ASIC-680k,misc,104204,222455,1.56268,1.10166,1.56268,1.09373,1.00782,1.00704,1.00782,1.00702,1.00803,1.00749,1.00803,1.00744,1.92436,1.83983,1.92436,1.74436
astro-ph,misc,16046,121251,2.39555,1.53764,2.39555,1.50636,2.33151,1.76888,2.33151,1.76323,3.04425,1.99963,3.04425,2.11723,1.56157,1.55048,1.56157,1.53829
atmosmodl,misc,165454,377519,1.06355,1.05567,1.06355,1.05562,1.05682,1.05562,1.05682,1.05562,1.60841,1.57522,1.60841,1.54097,1.05467,1.05418,1.05467,1.05396
atmosmodm,misc,181927,426855,1.06581,1.05746,1.06581,1.05741,1.05703,1.05557,1.05703,1.05557,1.64227,1.59361,1.64227,1.55793,1.05746,1.05695,1.05746,1.05677
aug2d,misc,29008,38416,1.05219,1.05047,1.05219,1.05047,1.05116,1.05033,1.05116,1.05033,1.20942,1.20756,1.20942,1.20805,1.11721,1.11597,1.11721,1.11563
aug2dc,misc,30200,40000,1.05232,1.05060,1.05232,1.05060,1.05106,1.05020,1.05106,1.05020,1.20619,1.20457,1.20619,1.2048,1.11997,1.11937,1.11997,1.11882
aug3d,misc,24300,34992,1.14288,1.13239,1.14288,1.13239,1.13490,1.12930,1.13490,1.12930,1.27259,1.26831,1.27259,1.26749,1.20465,1.20383,1.20465,1.20297
aug3dcqp,misc,35543,50286,1.12222,1.11231,1.12222,1.11231,1.11285,1.10914,1.11285,1.10914,1.26452,1.26267,1.26452,1.24874,1.19706,1.19628,1.19706,1.19573
av41092,misc,41092,1683050,7.52626,3.28782,7.52626,3.55901,3.19257,2.83908,3.19257,2.82990,7.5284,6.11124,7.5284,6.53908,3.12397,3.11951,3.12397,3.11876
barth,misc,6691,19748,1.22433,1.15379,1.22433,1.14975,1.21447,1.16784,1.21447,1.16679,1.78703,1.42012,1.78703,1.3019,1.17875,1.17620,1.17875,1.17322
barth4,misc,6019,17473,1.21964,1.15933,1.21964,1.15800,1.20635,1.17993,1.20635,1.17877,1.64928,1.54411,1.64928,1.51886,1.19472,1.19239,1.19472,1.18872
barth5,misc,15606,45878,1.13315,1.09528,1.13315,1.09458,1.12470,1.11515,1.12470,1.11470,1.41061,1.28156,1.41061,1.27413,1.11630,1.11341,1.11630,1.11246
bas1lp,misc,9825,587775,6.56489,3.04397,6.56489,3.07929,3.01128,2.68273,3.01128,2.68647,4.74606,3.89852,4.74606,4.13221,2.80326,2.75968,2.80326,2.75155
Baumann,misc,112211,324210,1.15131,1.13824,1.15131,1.13808,1.14245,1.13797,1.14245,1.13796,1.61958,1.56883,1.61958,1.57931,1.13351,1.13315,1.13351,1.13274
bauru5727,misc,38853,69342,1.02757,1.01853,1.02757,1.01817,1.02131,1.01745,1.02131,1.01714,1.04278,1.02615,1.04278,1.02221,1.03192,1.02684,1.03192,1.02386
baxter,misc,30722,96254,2.59111,1.76398,2.59111,1.64166,1.63809,1.55892,1.63809,1.55865,2.27117,2.20838,2.27117,2.18055,2.05159,2.05032,2.05159,2.04980
bayer01,misc,57735,277740,2.40386,1.60064,2.40386,1.59193,1.63015,1.55893,1.63015,1.55880,3.41032,3.0684,3.41032,3.01978,1.87609,1.87403,1.87609,1.87079
bayer02,misc,13935,63615,3.09163,2.00753,3.09163,1.99024,2.04793,1.94104,2.04793,1.94111,3.34625,3.01859,3.34625,2.95443,2.34352,2.33942,2.34352,2.33778
bayer03,misc,6747,56099,3.17252,2.43323,3.17252,2.43634,2.48237,2.32649,2.48237,2.31696,4.52023,3.87268,4.52023,3.91137,2.65333,2.64503,2.65333,2.63965
bayer04,misc,20545,158956,3.16411,1.98978,3.16411,1.98365,2.03525,1.92199,2.03525,1.92035,4.12154,3.53692,4.12154,3.54203,2.33921,2.33541,2.33921,2.33347
bayer05,misc,3268,27741,3.73715,2.70594,3.73715,2.66799,2.65264,2.49600,2.65264,2.48976,3.55049,3.26132,3.55049,3.21695,2.71297,2.69568,2.71297,2.69033
bayer06,misc,3008,27481,3.93318,2.81715,3.93318,2.80286,2.77684,2.61511,2.77684,2.61273,3.74136,3.40592,3.74136,3.39229,2.89860,2.86868,2.89860,2.86816
bayer07,misc,3268,27741,3.73715,2.70594,3.73715,2.66799,2.65264,2.49600,2.65264,2.48976,3.55049,3.26132,3.55049,3.21695,2.72430,2.70742,2.72430,2.70226
bayer08,misc,3008,27481,3.93318,2.81715,3.93318,2.80286,2.77684,2.61511,2.77684,2.61273,3.74136,3.40592,3.74136,3.39229,2.91755,2.89962,2.91755,2.87866
bayer09,misc,3083,20988,3.29679,2.52027,3.29679,2.52027,2.56694,2.40096,2.56694,2.39764,3.87966,3.38729,3.87966,3.38534,2.65683,2.64243,2.65683,2.64223
bayer10,misc,13436,94803,3.32875,2.10159,3.32875,2.08068,2.08937,1.97691,2.08937,1.97251,4.13345,3.5256,4.13345,3.63054,2.43339,2.42817,2.43339,2.42542
bbmat,misc,38744,1274141,2.49792,1.53887,2.49792,1.53278,1.62747,1.54862,1.62747,1.54400,9.93196,6.69247,9.93196,6.94848,1.54643,1.53971,1.54643,1.53167
bcircuit,misc,68902,153328,1.02380,1.01998,1.02380,1.01983,1.01837,1.01656,1.01837,1.01656,1.38611,1.26742,1.38611,1.11505,1.02940,1.02756,1.02940,1.02532
bcspwr10,misc,5300,8271,1.11623,1.10302,1.11623,1.10302,1.11283,1.10415,1.11283,1.10396,1.29679,1.17566,1.29679,1.15019,1.14509,1.14057,1.14509,1.13658
bcsstk10,misc,1086,10492,2.81676,1.91713,2.81676,1.95120,2.13191,1.92166,2.13191,1.89160,2.3628,2.10313,2.3628,2.06538,1.98619,1.86407,1.98619,1.84162
bcsstk11,misc,1473,16384,2.75085,1.85472,2.75085,1.94297,2.20978,1.92990,2.20978,1.92643,3.12288,2.64291,3.12288,2.49695,1.93075,1.84861,1.93075,1.80863
bcsstk12,misc,1473,16384,2.75085,1.85472,2.75085,1.94297,2.20978,1.92990,2.20978,1.92643,3.12288,2.64291,3.12288,2.49695,1.94297,1.85879,1.94297,1.84726
bcsstk13,misc,2003,40940,5.14079,2.88168,5.14079,2.84623,3.09548,2.65974,3.09548,2.64344,7.70694,5.23365,7.70694,5.29256,2.58213,2.49604,2.58213,2.47579
bcsstk14,misc,1766,30824,3.27576,2.14949,3.27576,2.17894,2.42880,2.10065,2.42880,2.08217,7.07361,5.52435,7.07361,4.65459,2.16988,2.09966,2.16988,2.05915
bcsstk15,misc,3942,56934,2.69711,1.81938,2.69711,1.84576,2.16446,1.92098,2.16446,1.91787,5.74962,4.4376,5.74962,4.39625,1.86504,1.84196,1.86504,1.84078
bcsstk16,misc,4810,142747,3.42474,2.10665,3.42474,2.16861,2.53135,2.18887,2.53135,2.16851,3.4815,2.90894,3.4815,3.0237,2.09979,2.05864,2.09979,2.01538
bcsstk17,misc,10456,208838,1.93984,1.44309,1.93984,1.47054,1.65503,1.53175,1.65503,1.53010,3.16526,2.60855,3.16526,2.54935,1.61859,1.60209,1.61859,1.59927
bcsstk18,misc,11214,68571,2.09027,1.33066,2.09027,1.31693,1.45946,1.37009,1.45946,1.36965,2.73185,1.97512,2.73185,1.90753,1.37052,1.36287,1.37052,1.35821
bcsstk21,misc,3600,11500,2.03486,1.40806,2.03486,1.40778,1.46650,1.39542,1.46650,1.39570,2.45167,2.03556,2.45167,2.22278,1.38722,1.37389,1.38722,1.37379
bcsstk23,misc,3134,21022,2.63752,1.97224,2.63752,1.99362,2.20688,1.98435,2.20688,1.97946,4.13593,3.29515,4.13593,3.16752,1.98373,1.96339,1.98373,1.95022
bcsstk24,misc,3562,78174,2.76418,1.79225,2.76418,1.83577,2.07376,1.83068,2.07376,1.81292,2.97529,2.3877,2.97529,2.41044,1.81050,1.71561,1.81050,1.68622
bcsstk25,misc,15439,118401,2.15398,1.36557,2.15398,1.35741,1.50342,1.40768,1.50342,1.40735,3.51927,2.81061,3.51927,2.62964,1.38817,1.38298,1.38817,1.37153
bcsstk26,misc,1922,14207,2.06087,1.58637,2.06087,1.56868,1.66460,1.57404,1.66460,1.56821,2.48023,2.11602,2.48023,1.91467,1.65869,1.58088,1.65869,1.56660
bcsstk27,misc,1224,27451,4.34722,2.58742,4.34722,2.63889,2.70135,2.40667,2.70135,2.37583,2.9134,2.51307,2.9134,2.53758,2.81536,2.62981,2.81536,2.56863
bcsstk28,misc,4410,107307,2.63152,1.70612,2.63152,1.79229,1.90952,1.73238,1.90952,1.72891,2.46644,2.08798,2.46644,2.06213,1.79546,1.70342,1.79546,1.68503
bcsstk29,misc,13992,302748,1.84277,1.39344,1.84277,1.39258,1.55144,1.43625,1.55144,1.43588,3.92367,2.91545,3.92367,2.95762,1.48035,1.45721,1.48035,1.45262
bcsstk30,misc,28924,1007284,1.85579,1.31164,1.85579,1.35586,1.41680,1.33852,1.41680,1.33813,3.21923,2.59345,3.21923,2.19579,1.35783,1.33142,1.35783,1.32273
bcsstk31,misc,35588,572914,1.98708,1.24382,1.98708,1.24615,1.39006,1.32100,1.39006,1.32111,2.79119,1.96524,2.79119,1.86321,1.31367,1.30616,1.31367,1.30193
bcsstk32,misc,44609,985046,1.92157,1.20458,1.92157,1.20729,1.20740,1.19391,1.20740,1.19388,2.24188,1.80836,2.24188,1.72795,1.23744,1.22788,1.23744,1.22491
bcsstk33,misc,8738,291583,3.34401,2.01865,3.34401,2.07553,2.61551,2.23156,2.61551,2.22560,4.1228,3.31369,4.1228,3.50343,2.00092,1.97739,2.00092,1.97654
bcsstk35,misc,30237,709963,1.52862,1.22281,1.52862,1.22175,1.23250,1.21821,1.23250,1.21837,1.72494,1.57916,1.72494,1.50084,1.24831,1.23392,1.24831,1.22979
bcsstk36,misc,23052,560044,1.72445,1.30193,1.72445,1.31190,1.38661,1.32235,1.38661,1.32159,1.85472,1.65838,1.85472,1.57418,1.32539,1.30591,1.32539,1.30462
bcsstk37,misc,25503,557737,1.60812,1.26703,1.60812,1.26773,1.37048,1.30797,1.37048,1.30749,2.36705,1.92154,2.36705,1.9366,1.30518,1.29071,1.30518,1.28766
bcsstk38,misc,8032,173714,2.33367,1.55503,2.33367,1.60296,1.74129,1.60048,1.74129,1.60125,3.32781,2.67393,3.32781,2.25473,1.62388,1.58304,1.62388,1.57525
bcsstk39,misc,46772,1021261,1.86569,1.20668,1.86569,1.22188,1.36710,1.29535,1.36710,1.29535,1.41848,1.40563,1.41848,1.38472,1.27936,1.27333,1.27936,1.27071
bcsstm10,misc,1086,10503,2.74494,1.88674,2.74494,1.91160,2.09226,1.88033,2.09226,1.88409,2.25599,2.03315,2.25599,1.96133,1.97606,1.85451,1.97606,1.81886
bcsstm12,misc,1473,9093,2.10183,1.58452,2.10183,1.59131,1.88473,1.68200,1.88473,1.66815,2.11813,1.94094,2.11813,1.88323,1.66463,1.61678,1.66463,1.60149
bcsstm27,misc,1224,27451,4.34722,2.58742,4.34722,2.63889,2.70135,2.40667,2.70135,2.37583,2.9134,2.51307,2.9134,2.53758,2.85948,2.62823,2.85948,2.57843
bcsstm35,misc,1396,2408,1.02507,1.01648,1.02507,1.01648,1.02865,1.02292,1.02865,1.02292,1.0,1.0,1.0,1.0,1.16619,1.07948,1.16619,1.06447
bcsstm36,misc,12172,154217,1.67499,1.30439,1.67499,1.31326,1.39548,1.32335,1.39548,1.32067,1.75403,1.60056,1.75403,1.53607,1.31416,1.29929,1.31416,1.29703
bcsstm38,misc,1906,2643,1.07922,1.05929,1.07922,1.05299,1.06139,1.05404,1.06139,1.05456,1.05404,1.05247,1.05404,1.05247,1.04722,1.00605,1.04722,1.00000
belgium-osm,misc,1441295,1549970,1.00127,1.00126,1.00127,1.00126,1.00125,1.00124,1.00125,1.00124,1.04223,1.02054,1.04223,1.0078,1.00761,1.00645,1.00761,1.00478
benzene,misc,8219,117225,6.64363,3.77710,6.64363,3.71785,3.28644,2.94384,3.28644,2.93950,7.88879,5.76785,7.88879,5.94598,3.10829,3.10293,3.10829,3.09877
bfly,misc,49152,98304,1.76628,1.29803,1.76628,1.29789,1.33836,1.29228,1.33836,1.29246,1.55133,1.37581,1.55133,1.37311,1.54775,1.54656,1.54775,1.54637
bibd-13-6,misc,1716,25613,9.83217,3.48951,9.83217,3.67483,3.05394,2.86206,3.05394,2.81273,2.97727,2.81585,2.97727,2.79837,6.54429,5.46853,6.54429,5.42432
bibd-14-7,misc,3432,71836,11.70860,2.74709,11.70860,2.80653,2.42155,2.25310,2.42155,2.20851,2.26136,2.16638,2.26136,2.15618,7.24184,6.01849,7.24184,5.85606
bibd-15-7,misc,6435,134900,10.96740,2.03699,10.96740,2.04289,1.87368,1.74248,1.87368,1.73709,1.78679,1.73442,1.78679,1.73271,6.55322,5.66921,6.55322,5.62611
bibd-16-8,misc,12870,359955,13.34410,1.58951,13.34410,1.58741,1.54147,1.45558,1.54147,1.45154,1.47436,1.43994,1.47436,1.43908,7.15369,6.09936,7.15369,6.01500
bibd-17-8,misc,24310,680232,12.93960,1.35290,12.93960,1.35245,1.27598,1.25829,1.27598,1.25817,1.28462,1.26306,1.28462,1.26191,6.25747,5.59819,6.25747,5.42382
bibd-18-9,misc,48620,1749660,15.63390,1.20825,15.63390,1.19825,1.16240,1.15160,1.16240,1.15160,1.16394,1.15317,1.16394,1.15263,7.10948,6.13049,7.10948,5.93819
bibd-49-3,misc,18424,55269,3.16963,2.03935,3.16963,2.03593,1.58122,1.50991,1.58122,1.50941,2.07317,2.0419,2.07317,2.03512,1.97672,1.96173,1.97672,1.95696
bibd-81-3,misc,85320,255957,2.86790,1.94019,2.86790,1.93739,1.29759,1.28347,1.29759,1.28373,1.92637,1.91158,1.92637,1.88721,1.84998,1.84209,1.84998,1.84043
bibsonomy-2ti,misc,204674,204673,1.00031,1.00031,1.00031,1.00001,1.00031,1.00031,1.00031,1.00031,1.0003,1.0003,1.0003,1.0003,1.00000,1.00000,1.00000,1.00000
bibsonomy-2ui,misc,5795,5794,1.01087,1.01087,1.01087,1.00017,1.01087,1.01087,1.01087,1.01087,1.0107,1.0107,1.0107,1.0107,1.00000,1.00000,1.00000,1.00000
bibsonomy-2ut,misc,5795,5794,1.01087,1.01087,1.01087,1.00017,1.01087,1.01087,1.01087,1.01087,1.0107,1.0107,1.0107,1.0107,1.00000,1.00000,1.00000,1.00000
big-dual,misc,30269,44929,1.04837,1.04820,1.04837,1.04820,1.04903,1.04889,1.04903,1.04889,1.1562,1.12505,1.1562,1.12693,1.07258,1.07218,1.07258,1.07153
big,misc,13209,39128,1.16458,1.11795,1.16458,1.11765,1.15323,1.12878,1.15323,1.12870,1.74283,1.43448,1.74283,1.32319,1.14081,1.13922,1.14081,1.13233
biplane-9,misc,21701,42038,1.08345,1.07774,1.08345,1.07774,1.08133,1.07995,1.08133,1.07995,1.41943,1.32109,1.41943,1.31621,1.08239,1.08124,1.08239,1.07917
bips07-1693,misc,12740,23438,1.06727,1.04396,1.06727,1.04364,1.04961,1.04168,1.04961,1.04082,1.07614,1.0511,1.07614,1.04537,1.07057,1.06044,1.07057,1.05499
bips07-1998,misc,14244,28618,1.06985,1.04648,1.06985,1.04500,1.05251,1.04634,1.05251,1.04570,1.08333,1.05392,1.08333,1.04956,1.07463,1.06410,1.07463,1.05954
bips07-2476,misc,16083,31158,1.06180,1.04066,1.06180,1.04048,1.04688,1.04023,1.04688,1.03973,1.07225,1.04713,1.07225,1.04427,1.06585,1.05869,1.06585,1.05067
bips07-3078,misc,20348,36373,1.04123,1.02713,1.04123,1.02673,1.03032,1.02556,1.03032,1.02501,1.05612,1.03273,1.05612,1.02959,1.04325,1.03621,1.04325,1.03244
bips98-1142,misc,9275,18885,1.09067,1.05951,1.09067,1.05617,1.06739,1.05995,1.06739,1.05908,1.10113,1.06987,1.10113,1.06221,1.09175,1.08173,1.09175,1.07001
bips98-1450,misc,10766,20940,1.08016,1.05294,1.08016,1.05257,1.05842,1.05118,1.05842,1.05081,1.08973,1.06084,1.08973,1.05248,1.08360,1.07422,1.08360,1.06532
bips98-606,misc,6594,15190,1.12678,1.07947,1.12678,1.07749,1.09964,1.08159,1.09964,1.08113,1.14468,1.09736,1.14468,1.08735,1.13042,1.10812,1.13042,1.10070
blockqp1,misc,60012,300011,2.99838,1.71771,2.99838,1.00348,1.01210,1.01155,1.01210,1.01155,1.01136,1.01136,1.01136,1.01136,4.44833,2.84753,4.44833,2.71174
bloweya,misc,30004,70004,1.17404,1.00617,1.17404,1.00433,1.00840,1.00630,1.00840,1.00630,1.0082,1.0062,1.0082,1.0062,1.26360,1.26190,1.26360,1.26091
bloweybl,misc,30002,49999,1.19259,1.02556,1.19259,1.02313,1.00630,1.00630,1.00630,1.00630,1.0082,1.007,1.0082,1.007,1.24335,1.24205,1.24335,1.21415
bloweybq,misc,10001,29995,1.52105,1.05129,1.52105,1.02480,1.01910,1.01890,1.01910,1.01890,1.0186,1.0186,1.0186,1.0186,1.67073,1.66873,1.67073,1.66792
bodyy4,misc,17546,52196,1.15257,1.11051,1.15257,1.10977,1.15912,1.13530,1.15912,1.13479,1.95726,1.60874,1.95726,1.56075,1.12755,1.12664,1.12755,1.12297
bodyy5,misc,18589,55346,1.14670,1.10797,1.14670,1.10711,1.15843,1.13449,1.15843,1.13433,1.93943,1.66512,1.93943,1.62177,1.12163,1.11910,1.12163,1.11566
bodyy6,misc,19366,57691,1.15083,1.10973,1.15083,1.10906,1.15352,1.12858,1.15352,1.12847,1.9244,1.7191,1.9244,1.68811,1.12217,1.11975,1.12217,1.11639
bookcrossing-full-rating,misc,105279,105278,1.00060,1.00060,1.00060,1.00001,1.00060,1.00060,1.00060,1.00060,1.00059,1.00059,1.00059,1.00059,1.00000,1.00000,1.00000,1.00000
bookcrossing-rating,misc,77803,77802,1.00081,1.00081,1.00081,1.00001,1.00081,1.00081,1.00081,1.00081,1.0008,1.0008,1.0008,1.0008,1.00000,1.00000,1.00000,1.00000
boyd1,misc,93279,558985,3.10108,1.12209,3.10108,1.00050,1.00587,1.00585,1.00587,1.00585,1.00504,1.00504,1.00504,1.00504,5.36010,3.58299,5.36010,2.87482
boyd2,misc,466316,610306,1.25226,1.06068,1.25226,1.00104,1.00036,1.00036,1.00036,1.00036,1.00035,1.00035,1.00035,1.00035,1.46555,1.44810,1.46555,1.39998
brack2,misc,62631,366559,1.23769,1.13738,1.23769,1.13511,1.19141,1.14296,1.19141,1.14185,2.95196,2.24956,2.95196,2.17613,1.15144,1.15030,1.15144,1.15012
brainpc2,misc,27606,82794,1.76375,1.18405,1.76375,1.00743,1.01424,1.01369,1.01424,1.01369,1.26281,1.26074,1.26281,1.2598,1.87293,1.70617,1.87293,1.49602
